61.0390936,61.47316848,62.35998812,63.6106395,64.29713836,65.51903474,66.68862538,67.42140506,66.43326277,65.48763629,62.62356932,59.57602767,57.90727506,57.90727506,58.82352941,60.04901961,62.66339869,64.79468599,64.36951592,63.19992528,61.66281505,60.30227083,57.10678211,55.08658009,55.64680418,57.20713705,58.633162,59.43348213,61.99402838,63.43881682,63.43881682,62.07935155,62.53209631,62.12393305,61.11321948,60.44117647,62.41919845,64.31673166,64.10195502,62.74248975,63.70902351,65.06848879,65.72652784,65.47683994,65.72104019,66.18357488,64.36951592,62.55545697,58.99814471,55.68399854,53.62445913,55.05048408,57.75844719,59.40982334,60.63531353,61.66666667,61.86868687,60.45282926,59.82151613,60.23805263,0
61.2371134,59.84932593,58.64824496,58.64824496,59.21945593,60.21014346,62.93741619,67.82679402,73.39265673,73.65388975,68.57037486,63.42968222,60.44117647,60.25080906,59.41747573,60.03603243,61.2371134,62.28974498,63.64921026,63.86398689,63.21951858,61.2414966,61.46079484,61.05263158,60.85461178,60.63531353,60.63531353,60.44117647,60.0160064,60.0160064,60.21014346,60.0040004,60.83733373,61.65391024,62.28522337,62.72848578,62.94326241,63.38652482,65.09843483,68.65534539,69.35677163,66.77642915,63.00474194,60.44419569,59.45350816,59.66828479,61.9899395,64.55048575,64.76978399,65.00867554,63.64921026,63.00474194,60.6345631,60.84933974,60.24315667,60.63531353,60.63531353,61.66666667,61.46864686,60.24315667,0
51.82201321,55.01529052,57.21654838,57.21654838,55.07369124,54.38758489,55.45643677,55.78111209,55.78111209,55.23156089,57.25176291,59.68850143,59.68850143,58.00499975,55.90496157,57.03703704,58.92668178,60.21014346,58.90173225,57.36149351,57.36149351,58.08738045,58.45022516,59.05640822,59.6389325,60.21014346,59.03274943,58.64059257,59.24677563,58.88393093,56.37010489,52.09097388,51.24106737,53.564526,56.48311279,56.98361329,56.43406209,57.18842324,60.17528107,61.30735654,60.92285207,57.93599425,55.7931371,55.42328042,53.85391445,53.09078868,51.58702929,53.86864597,54.01600819,53.71352785,52.18187366,54.35797008,57.94992411,60.45282926,60.64319667,59.22733907,59.43348213,60.87827057,61.26277504,59.72253631,0
67.98345014,65.13579945,63.88642413,63.65267004,61.93609556,59.24458418,58.57254117,60.08297258,60.45282926,59.82151613,61.35862637,63.44652698,64.52110252,64.52110252,62.62356932,61.34697357,60.88443888,63.01572618,63.84905951,60.42960663,59.09863946,59.77068247,62.32170287,60.26216346,58.55876732,59.88973449,63.51913261,62.4087412,59.90037999,58.97498959,61.55999655,61.37684637,60.52623499,60.75501559,63.92961877,65.70562054,67.18874995,68.49593949,70.61430305,71.15520907,68.67842889,66.56006532,65.00867554,64.57460066,63.64921026,64.39846101,66.76841005,67.45490891,65.78026776,65.01398424,66.26335955,67.18874995,64.57437086,61.38784531,60.91519968,63.77926665,65.2538822,63.55048606,62.35517169,63.05659792,1
80.72072072,81.45131433,82.59330139,84.13770293,85.31187123,85.31187123,84.13770293,82.96353463,82.57229833,83.34405214,83.72456964,84.11580595,84.51822043,85.7259499,86.54244306,86.54244306,86.12836439,84.54011742,82.28447832,78.10329365,75.09627728,73.47184583,73.17798747,72.59726738,71.71543316,71.42857143,71.71543316,72.00229489,73.19277108,74.09638554,75.3164557,74.7066996,72.96251355,71.7424434,71.44858504,72.88412911,74.10419926,75.00781372,75.3164557,75.64102564,76.95681511,78.27260459,78.94736842,79.29824561,80.00948317,80.00948317,79.65860597,78.94736842,79.65860597,80.00948317,81.09095397,80.73059361,80.03795291,78.28171828,77.58907759,76.93150731,76.60693737,75.94936709,75.63291139,75.00781372,0
78.29891184,77.94803464,79.80125925,83.4703108,86.56628604,86.96870052,86.15220736,84.51822043,81.26324756,75.56614359,72.47972383,71.85462616,74.69917175,75.00781372,75.3164557,75.64102564,75.95748134,76.27393703,76.27393703,77.624148,79.33471933,79.66771967,78.97507898,77.92207792,77.58907759,77.25607726,77.59784076,79.35407539,81.11031002,83.36594912,83.74646662,84.12698413,83.72456964,84.93229911,86.14002858,87.3827792,87.80903666,89.12655971,90.01782531,92.86412512,93.33032559,93.79652605,91.84149184,91.84149184,91.84149184,88.56548857,83.77028377,80.77883078,81.52958153,81.52958153,80.06759323,77.93084109,75.21262907,73.2870835,72.64605786,75.03126954,76.95681511,78.27260459,78.27260459,76.05320066,0
60.27208751,60.46245491,58.64059257,52.82462635,49.34581547,48.13306426,54.98038361,59.90398293,63.39134126,62.16585106,61.31523968,57.82788136,53.6046536,48.90650937,49.23711521,54.9051314,60.90663178,63.6106395,63.83460367,64.06835776,62.81770638,60.77187986,59.23476963,60.70938518,62.98399229,64.52110252,63.24450678,62.35768714,61.45189003,56.83650542,56.41996892,57.56465756,64.4022644,65.47683994,64.3321513,61.91190928,55.12806715,52.81325234,52.81325234,58.32049872,60.4205369,61.2371134,55.22312739,50.60457069,45.48988996,48.74525528,51.97602451,57.74874429,61.55999655,62.32922732,62.10526316,59.74422036,57.92603855,56.1041762,52.91646338,50.23852117,48.70686698,53.61115428,59.38387405,59.70277703,0
66.45487129,65.00419431,65.2538822,66.7370116,68.18768859,67.69380045,66.68331668,66.68331668,67.69380045,67.9380007,66.0440613,64.5609319,65.0659824,67.76206084,70.0662083,71.72917948,73.19976771,75.03126954,76.28205128,77.59784076,78.98384214,80.00948317,79.33471933,79.33471933,78.64207864,78.97507898,78.26384142,78.60560492,78.60560492,76.68005935,74.75451378,73.17073171,73.17073171,73.17073171,73.17073171,73.17073171,73.17073171,73.17073171,71.25239792,68.13874976,64.58183919,62.51809234,61.4435168,62.58820545,64.4022644,65.70562054,65.00419431,64.05856783,63.82978723,64.29232192,65.74299891,67.72221712,68.97159243,68.46654192,66.48732371,63.70083817,62.98399229,63.68541852,65.22252876,65.22252876,1
56.7969068,56.26780627,55.90496157,57.38644305,58.66990473,59.21945593,58.08738045,57.3330193,57.14631281,58.68655154,60.91552824,61.88677921,60.70938518,57.61460761,55.93110593,55.74795575,58.18469427,62.9219897,67.68389446,71.45558167,73.51622341,75.02315529,76.27393703,76.93150731,73.83727384,67.99822839,60.89212695,56.68792274,54.7430854,53.73230373,55.91630592,58.46732632,60.41216367,58.55876732,56.4992279,55.38883649,54.73932768,52.91962945,50.89470733,50.28960938,51.4597988,53.66105667,54.74885775,54.90688557,53.73807608,54.24784669,54.90922235,54.90922235,53.76149321,53.10011755,53.74962636,55.62324244,57.37394272,57.04333688,56.31744994,55.57753133,57.16735645,59.09432437,61.73177618,63.40052879,0
80.03795291,79.70495258,73.36032389,70.22306898,69.89849904,75.16165693,77.94803464,79.65860597,79.31684247,69.39449562,59.46148569,49.74762232,50.02084636,48.19400484,47.43771821,46.77105154,47.76403857,47.41167775,47.67184035,48.9555374,50.06418485,49.80402225,49.95927765,52.56703957,54.42418243,54.7430854,54.39367939,53.34325923,51.85416683,50.142371,48.83952428,48.70404128,47.64535009,47.40864969,46.05280105,45.23014269,47.05698421,49.56324988,56.61589872,61.74410385,67.45605815,70.1693942,73.92119795,76.30640964,76.93150731,76.27393703,75.94936709,76.27393703,77.27327081,78.27260459,79.29824561,80.37971641,81.84170472,83.34405214,84.51822043,86.15220736,86.96870052,84.71306143,72.54267603,60.94847313,0
